video_id,Dimension1,Dimension2,Dimension3,Dimension4,Dimension5,Dimension6,Closest Text Type,category,corpus,color
KQuFWzZKxgo,-7.92,-5.46,6.72,-1.66,0.89,-1.98,General narrative exposition,Science & Technology,Y,2
kqvK8DkpDCE,25.94,-2.01,-2.03,-0.11,-2.43,1.98,Informational interaction,Education,Y,2
KrPvecZXg9c,24.36,-3.98,-1.6,2.66,-1.55,0.5,Informational interaction,Gaming,Y,2
KTfu9S0zLkM,35.06,-4.55,-0.79,2.39,1.63,-2.04,Informational interaction,Education,Y,2
Ktpk5ZqwvXY,14.28,-3.15,-2.64,-2.02,-0.13,1.52,Involved persuasion,People & Blogs,Y,2
ktXyx9vBxWI,17.91,-4.69,-0.78,2.14,-3.29,2.86,Informational interaction,Education,Y,2
KUgdnR2NiPg,15.74,-5.55,-5.13,-1.2,-3.32,1.86,Involved persuasion,Music,Y,2
KUwx-inHQSM,32.38,-2.58,0.0600000000000001,-3.19,-3.68,4.43,Informational interaction,People & Blogs,Y,2
KUXOQfh0ZKY,18.29,-5.57,-4.88,2.9,-2.54,-0.24,Informational interaction,Education,Y,2
KvHUidH9wGI,15.7,-4.3,0.28,4.32,-1.94,-0.0199999999999999,Involved persuasion,Sports,Y,2
KWCdr9fqHnY,19.95,-4.18,-0.9,2.09,-1.47,0.55,Informational interaction,Gaming,Y,2
KwD5NaNaKqE,15.74,-7.01,3.37,-3.16,-1.17,-2.28,Involved persuasion,People & Blogs,Y,2
kwE2IFybsWo,10.74,-1.4,-4.32,1.46,-2.01,-1.47,Involved persuasion,Music,Y,2
kWGTucQY-uQ,29.91,-3.31,-2.12,0.72,-1.59,2.71,Informational interaction,Howto & Style,Y,2
kwoq8wBvNqk,21.81,-2.41,-6.76,-4.23,-1.42,2.22,Informational interaction,Gaming,Y,2
kwuPUIkFKuQ,2.65,-1.33,-0.27,-0.69,-2.31,0.93,Involved persuasion,Entertainment,Y,2
KWWZ83zh76A,4.74,-1.63,0.11,-1.26,2.55,1.14,Involved persuasion,People & Blogs,Y,2
KWx5a0M2jvs,26.36,3.06,-1.59,-0.34,-2.32,-1.07,Informational interaction,People & Blogs,Y,2
kXFr7afv8Rs,11.34,-1.55,-1.53,0.2,-2.35,0.46,Involved persuasion,Education,Y,2
kxKtz8HXSzA,25.64,-3.79,-4.28,-2.57,-1.42,0.36,Informational interaction,Film & Animation,Y,2
kX_w32IIb_E,24.57,-1.9,-3.79,-2.42,-2.77,0.69,Informational interaction,Gaming,Y,2
KyLxZA6_424,11.06,-1.45,-0.37,-1.38,-1.47,1.43,Involved persuasion,Film & Animation,Y,2
kzeaKW9OAoc,26.62,-2.31,-3.99,-2.08,-2.83,0.29,Informational interaction,Gaming,Y,2
KZQh1PKn60M,24.74,-5.04,-2.86,1.75,-1.08,-0.9,Informational interaction,Education,Y,2
kZUyvGGa_HQ,21.39,-1.72,-0.82,-1.95,-0.5,0.29,Informational interaction,People & Blogs,Y,2
K_KVah1q39Q,20.36,-1.55,-3.42,0.21,-2.34,0.38,Informational interaction,Gaming,Y,2
l-T-Vyk2txc,13.42,-4.63,-0.26,2.65,0.23,3.5,Involved persuasion,Education,Y,2
l0hcv3nkV5s,21.32,-4.43,-8.71,2.02,-3.2,-0.6,Informational interaction,Education,Y,2
L1pzr1wCCw4,26.08,-4.71,-0.48,1.13,-2.38,-0.13,Informational interaction,Entertainment,Y,2
L1QMw6AvRJo,34.58,-5.65,-4.08,0.4,0.0199999999999996,0.88,Informational interaction,Film & Animation,Y,2
L2gT8fbEq54,2.68,-1.86,-0.450000000000001,0.0499999999999997,1.8,0.33,Involved persuasion,Howto & Style,Y,2
L2HYHZ7UrZY,30.64,-3.0,-0.57,0.77,-1.84,1.74,Informational interaction,People & Blogs,Y,2
L2xjdavXMGc,16.92,4.77,-0.26,-0.65,-1.16,-0.57,Imaginative narrative,People & Blogs,Y,2
l3Q-1i4d4MY,-1.88,-1.13,0.6,1.74,0.34,2.45,Involved persuasion,Education,Y,2
l3UxZtDMmEk,21.93,-3.43,-0.98,-0.22,0.35,1.02,Informational interaction,Gaming,Y,2
l4eXFua8eKw,23.34,-3.33,-0.89,-0.52,-2.65,8.67,Informational interaction,People & Blogs,Y,2
l55mDncysDQ,0.93,-2.42,8.23,5.25,0.02,-1.12,Involved persuasion,People & Blogs,Y,2
l5gPFv9c6uY,4.33,-6.24,-3.11,7.2,-1.79,2.17,Involved persuasion,Gaming,Y,2
L61g0Ad0GZc,29.34,-0.82,-0.640000000000001,4.8,-0.26,0.5,Informational interaction,Entertainment,Y,2
l6oF3_x4WQs,20.05,-3.65,0.8,0.58,0.16,0.76,Informational interaction,Autos & Vehicles,Y,2
L9UGefv-WLA,41.69,-6.35,-6.69,-7.16,-1.95,6.46,Intimate interpersonal interaction,People & Blogs,Y,2
LBS-jiA8Axw,-5.13,2.04,4.33,-4.25,-1.06,-0.93,General narrative exposition,Entertainment,Y,2
lCNas7x-x_E,25.03,-3.69,-4.15,-4.58,-3.03,4.24,Informational interaction,Howto & Style,Y,2
lDGvMiAMYy0,16.91,-5.21,0.0899999999999999,9.95,-3.8,0.78,Involved persuasion,Howto & Style,Y,2
LdNXwl6Ojek,36.09,-2.41,-2.92,0.22,-2.72,0.88,Informational interaction,Education,Y,2
LdRBrXbQlWY,10.1,-2.88,-0.36,3.63,4.65,2.92,Involved persuasion,People & Blogs,Y,2
Le555CU2uqs,30.53,-5.37,-4.81,-1.67,-1.8,0.36,Informational interaction,Gaming,Y,2
Leng3MPW6eE,27.21,-6.11,-5.72,-0.15,-1.76,-3.5,Informational interaction,Sports,Y,2
LfAtHzwwW64,9.22,-4.31,0.0899999999999999,1.08,-1.06,1.16,Involved persuasion,Gaming,Y,2
lFWeC_R0Skw,-13.34,3.51,-2.18,0.84,2.58,0.41,General narrative exposition,Science & Technology,Y,2
LGBKV_SAEV0,25.96,-3.53,-2.44,-0.43,-2.47,-0.14,Informational interaction,Gaming,Y,2
Lgj4hIYxZOQ,23.79,-4.54,-4.24,4.16,-3.73,0.34,Informational interaction,Entertainment,Y,2
lGTYHRgs-V8,28.14,-2.25,-4.56,-3.1,-3.08,2.57,Informational interaction,Entertainment,Y,2
LhMtoYXB6Yc,19.95,-3.23,-1.63,7.59,0.27,0.71,Informational interaction,Howto & Style,Y,2
LiEpCSoUPOA,-4.93,-3.04,0.65,2.76,-0.72,-0.84,General narrative exposition,Nonprofits & Activism,Y,2
LiiMZvlxJDY,22.52,-6.38,-2.61,6.48,-0.85,0.95,Informational interaction,Howto & Style,Y,2
lIkTX4qNe3c,18.12,-3.82,-1.71,0.31,0.86,3.05,Informational interaction,Science & Technology,Y,2
LirwlvCemCI,6.16,-5.37,-3.1,5.57,0.0499999999999998,2.27,Involved persuasion,People & Blogs,Y,2
LjcccaR2QfU,23.36,-1.9,-7.1,4.28,0.42,-1.71,Informational interaction,People & Blogs,Y,2
ljGym0nPY58,-7.36,-4.39,7.05,-1.5,2.2,-0.88,General narrative exposition,Education,Y,2
LK8vStr7Rvk,-0.75,-2.47,3.3,-1.55,-0.0099999999999997,1.78,Involved persuasion,News & Politics,Y,2
LkjAw5kACIk,25.06,-1.83,-4.21,-2.55,-0.4,2.65,Informational interaction,People & Blogs,Y,2
ll-YJDlW9bo,15.25,-0.26,-0.69,2.7,-2.67,1.5,Involved persuasion,Sports,Y,2
lLaD05hDxy8,5.11,0.82,-3.3,-1.78,1.27,-0.19,Imaginative narrative,People & Blogs,Y,2
lm8dpjaO2Ss,15.69,2.04,-3.13,0.02,-1.88,1.55,Imaginative narrative,Entertainment,Y,2
LmCykHZiqPc,29.14,-6.26,-2.4,-6.5,-2.17,-1.64,Informational interaction,Entertainment,Y,2
LML2u3feRbY,29.39,0.199999999999999,-2.67,-0.16,-3.43,2.03,Informational interaction,People & Blogs,Y,2
lMRkslYw5Oc,15.58,-3.53,5.19,5.37,-0.77,5.67,Involved persuasion,People & Blogs,Y,2
LMWa2ILAqys,25.81,-3.71,-2.11,-2.4,-2.51,-1.17,Informational interaction,Entertainment,Y,2
LmYf-UisJDA,15.51,-3.69,-3.46,5.79,1.74,1.41,Involved persuasion,People & Blogs,Y,2
LMZpU0cBIk0,4.26,-1.79,1.08,0.81,0.21,1.57,Involved persuasion,Gaming,Y,2
lnLfOYC5_iI,20.62,-4.36,-0.93,4.35,-2.31,1.21,Informational interaction,People & Blogs,Y,2
lNsTJWvNdK4,20.98,-3.16,-1.4,-0.4,2.42,3.67,Informational interaction,People & Blogs,Y,2
lnXg9av1kCQ,19.04,-1.89,-0.0100000000000002,0.67,-2.65,-0.93,Informational interaction,Entertainment,Y,2
LOpu1bsCy1g,14.06,-2.42,-0.39,-0.59,-1.98,-2.5,Involved persuasion,Film & Animation,Y,2
LpodF-u6nwQ,17.76,-4.64,-0.36,0.44,-1.47,0.14,Informational interaction,Science & Technology,Y,2
lPTXNq3cfzI,17.72,-3.18,0.0800000000000001,3.95,-0.43,4.08,Involved persuasion,People & Blogs,Y,2
LpWr3MiDjMQ,5.4,-4.99,0.75,12.79,0.46,-1.42,Involved persuasion,Education,Y,2
LpzEURuYif0,22.02,-3.44,-0.75,0.54,-2.87,1.45,Informational interaction,Film & Animation,Y,2
LpZnsf3B4kw,1.71,-1.66,-2.54,-6.26,-3.92,-2.28,Situated reportage,Sports,Y,2
LQDFd3wY0p8,11.12,-1.75,-1.14,-0.0599999999999998,-2.52,2.66,Involved persuasion,News & Politics,Y,2
lQlhiyajziY,11.39,-5.62,-0.49,-3.85,2.22,3.65,Involved persuasion,People & Blogs,Y,2
LqRQ1yVMr_s,14.34,-2.32,-0.78,3.02,4.07,4.12,Involved persuasion,Education,Y,2
lRMPg2Tn4JY,23.24,-1.83,-2.35,-0.89,-1.66,2.28,Informational interaction,Entertainment,Y,2
lS-Nnuw9Djo,18.64,-3.72,-1.57,0.96,-1.98,3.43,Informational interaction,People & Blogs,Y,2
lSf8EQzK-AU,-9.19,-3.19,-1.41,-6.02,-1.33,-1.85,General narrative exposition,Sports,Y,2
Lsla5yJpDi8,16.08,-4.9,0.0,-0.03,-0.89,1.53,Involved persuasion,Science & Technology,Y,2
lSnBOJU4NQs,28.53,-4.61,-0.48,-2.17,-3.77,-1.27,Informational interaction,Entertainment,Y,2
LsZA7i-9Mwk,20.35,-3.0,-0.73,2.83,-1.61,1.33,Informational interaction,Gaming,Y,2
LtIuTrTijrI,8.52,-0.19,-2.87,0.45,0.0199999999999998,-0.79,Involved persuasion,People & Blogs,Y,2
LtJEZOynxhg,16.02,-5.69,-5.94,1.96,-2.8,2.05,Involved persuasion,Pets & Animals,Y,2
LTS1ujMu0Fk,20.72,-3.22,-5.39,-0.64,-1.82,-0.83,Informational interaction,People & Blogs,Y,2
lu2uQQQnX0k,26.45,-2.59,5.62,3.67,1.75,-0.1,Informational interaction,News & Politics,Y,2
lUGjBwErtHA,18.88,-0.71,-3.98,1.58,-1.57,2.65,Informational interaction,Gaming,Y,2
LVBAGT_dX0Q,26.79,-6.27,-2.8,2.44,-1.41,1.61,Informational interaction,Autos & Vehicles,Y,2
lvoYQriKkH8,29.61,-3.09,-1.4,4.48,-1.26,3.28,Informational interaction,Howto & Style,Y,2
lVUgANz_uIQ,30.67,-0.57,-1.03,0.96,-3.7,-1.71,Informational interaction,Gaming,Y,2
lvV3jSLYK8A,12.79,-4.93,-2.26,2.26,-0.65,0.22,Involved persuasion,Science & Technology,Y,2
lWPBnI9CDaA,31.11,-2.34,-1.61,6.35,-1.91,-0.5,Informational interaction,Entertainment,Y,2
LwzacoGd49s,23.99,-2.81,-1.58,-1.33,-3.36,-1.0,Informational interaction,Sports,Y,2
lx8NB1dZBY4,21.3,-3.24,-0.59,0.73,1.3,4.34,Informational interaction,People & Blogs,Y,2
LXeRdYdLRl0,-9.88,0.81,3.78,-4.6,5.37,-0.95,Scientific exposition,Entertainment,Y,2
LybbV5HYUMc,17.13,-4.49,-5.7,2.18,-2.12,3.62,Informational interaction,Gaming,Y,2
LYiDIJ0Vad4,11.49,-4.03,0.2,-2.65,5.25,2.02,Involved persuasion,Education,Y,2
lz-FxnHsoqw,33.28,-3.27,-2.41,0.68,-2.49,-0.23,Informational interaction,Gaming,Y,2
LZ1A5E6xeb8,11.02,4.77,2.44,1.57,-1.05,0.42,Imaginative narrative,People & Blogs,Y,2
LznvIElmhAI,5.31,-0.83,-1.68,-3.39,-2.15,-0.14,Involved persuasion,Sports,Y,2
LZwLWgCM4Oo,16.33,-1.27,-2.98,4.69,3.54,2.41,Involved persuasion,News & Politics,Y,2
LZzH9VqfFEU,1.62,-4.35,-5.85,-4.3,-2.55,0.97,Situated reportage,Sports,Y,2
LzzpVZZO1eI,8.22,-5.83,-2.16,-0.0600000000000001,-1.13,0.76,Involved persuasion,Autos & Vehicles,Y,2
l_IZbsnstZY,21.18,0.78,-1.13,0.33,-1.95,1.76,Informational interaction,People & Blogs,Y,2
M-xyhzIE8PU,7.38,-3.9,-12.67,-1.26,-1.75,2.17,Situated reportage,Education,Y,2
M0DgvPrPLqc,10.59,-4.94,-8.69,3.34,3.95,4.92,Involved persuasion,People & Blogs,Y,2
m0_syEI8tj4,18.84,-4.3,0.0099999999999997,7.5,-1.51,3.9,Informational interaction,Autos & Vehicles,Y,2
M14vDnvcBxs,37.77,-5.1,-3.07,1.93,-1.59,-0.38,Informational interaction,Gaming,Y,2
m1y0s_VWM7A,14.86,-4.12,-2.56,-2.49,-2.92,2.4,Involved persuasion,Sports,Y,2
M1zRVoA5iWY,31.63,-3.45,-6.75,-4.29,-3.5,1.19,Informational interaction,Gaming,Y,2
m2yakGP6ZDU,-4.19,-0.64,0.11,6.28,0.12,-1.07,General narrative exposition,Education,Y,2
M2_QEe5w3E0,12.96,-1.13,-0.0800000000000001,3.93,0.25,1.67,Involved persuasion,People & Blogs,Y,2
m356Hdj6nK4,25.38,-5.79,-0.48,3.69,-0.66,-1.53,Informational interaction,Science & Technology,Y,2
m3m7esSwefg,27.14,-3.88,-4.18,-1.63,-1.98,-0.27,Informational interaction,Gaming,Y,2
m3V6b0VAEkE,34.98,-3.74,-4.15,4.83,-3.92,-3.5,Informational interaction,Entertainment,Y,2
M5ing7X27nM,7.17,-3.94,0.12,-3.8,-1.75,1.1,Involved persuasion,Autos & Vehicles,Y,2
m5ych9oDtk0,-0.97,-2.85,3.8,6.0,0.96,-0.12,Involved persuasion,News & Politics,Y,2
M6SlL5-ezDw,29.81,-3.52,-3.13,1.74,-1.76,4.16,Informational interaction,People & Blogs,Y,2
m9buZrL8GJE,33.4,-1.11,-2.15,5.82,-1.95,-1.29,Informational interaction,Nonprofits & Activism,Y,2
maHEjMoxBuk,41.04,-2.82,-8.25,-5.32,-3.92,2.65,Intimate interpersonal interaction,Music,Y,2
mAHqpdVzJmA,16.96,-6.39,-2.29,1.84,1.59,6.38,Involved persuasion,Education,Y,2
MalcjzkpjGI,12.26,-3.07,-3.47,0.61,1.0,0.36,Involved persuasion,People & Blogs,Y,2
MaRRy8hZSW4,14.1,-3.35,-7.41,-6.9,-3.92,-3.5,Situated reportage,Gaming,Y,2
MatIMf3kqsQ,7.37,-3.87,-7.42,2.04,-3.26,-0.35,Involved persuasion,Entertainment,Y,2
MAWU2_Wo-xs,31.1,-2.83,0.0600000000000001,-2.3,-1.73,2.39,Informational interaction,Entertainment,Y,2
mb5RwTU8sYw,29.72,-0.89,0.44,-3.03,-2.83,2.84,Informational interaction,People & Blogs,Y,2
MB6umi9qxPo,16.11,-5.86,0.16,1.19,-3.09,0.03,Involved persuasion,Autos & Vehicles,Y,2
MBMDSk6e1cs,-5.78,-1.39,-3.28,-3.81,-2.94,-1.36,General narrative exposition,Sports,Y,2
mbVkCurG9Ak,18.39,-1.76,-1.62,-2.85,-1.11,2.51,Informational interaction,Entertainment,Y,2
mC0dQnKujKQ,36.09,-5.61,-6.05,-1.13,1.35,-1.17,Informational interaction,Howto & Style,Y,2
mC27ZQZ-hNA,36.34,-4.38,-2.31,5.06,-2.64,-0.97,Informational interaction,People & Blogs,Y,2
mC3zNkPUz24,21.6,-0.58,-0.83,-0.0700000000000001,-2.07,2.14,Informational interaction,People & Blogs,Y,2
MCqpSr8CGtc,35.74,-3.24,-1.6,6.77,-1.56,1.05,Informational interaction,Entertainment,Y,2
mDGO8ZTbPe4,30.46,-5.18,-2.99,-2.72,-1.38,-0.9,Informational interaction,Gaming,Y,2
mDsq9Unnc74,22.72,-3.83,-3.8,-3.0,1.11,0.17,Informational interaction,Gaming,Y,2
MduwPH6pOhA,16.13,-6.57,-5.12,3.52,2.16,4.91,Involved persuasion,Howto & Style,Y,2
mDWjs-VVb2U,25.13,-4.82,-2.48,1.7,-0.34,0.62,Informational interaction,People & Blogs,Y,2
md_fKSjFhjw,37.82,-4.47,-2.17,-9.27,-3.92,-3.5,Informational interaction,People & Blogs,Y,2
mE7a-yz31mw,23.48,-4.12,-3.51,7.49,0.51,2.97,Informational interaction,Entertainment,Y,2
MeZGilGK9W8,46.69,-6.63,-13.21,-9.27,4.81,1.07,Intimate interpersonal interaction,People & Blogs,Y,2
MfwINq2XfYQ,15.13,-4.66,2.05,-0.62,-2.82,0.24,Involved persuasion,People & Blogs,Y,2
MFxFiEv4r80,31.42,-6.18,-4.72,3.68,-1.59,4.24,Informational interaction,People & Blogs,Y,2
MFyEz6_CT2Y,27.01,-7.02,-1.57,-1.21,-3.92,0.91,Informational interaction,Gaming,Y,2
MgeTioKF6mU,17.02,-1.94,-4.13,1.14,-2.47,2.95,Informational interaction,Science & Technology,Y,2
mH-tfk-eOs8,12.77,-4.29,-2.66,3.43,1.81,0.0800000000000001,Involved persuasion,Education,Y,2
mJ8mQPoFACY,16.41,-0.36,-0.51,-2.14,-2.01,0.5,Involved persuasion,Film & Animation,Y,2
mjn3_8p5sXM,6.79,-4.53,0.98,-1.4,0.99,-2.16,Involved persuasion,Entertainment,Y,2
mJUL87a_DBY,-5.63,-2.79,-4.34,-5.07,-2.25,-1.04,General narrative exposition,Sports,Y,2
MjwKAQxSyMQ,33.01,-1.92,-1.54,-1.62,-1.47,0.09,Informational interaction,Entertainment,Y,2
mkCiL9S2hcg,38.71,-4.06,-4.58,-1.27,-3.19,0.1,Intimate interpersonal interaction,Gaming,Y,2
mKmPneDVb3U,-2.94,-0.9,-4.25,-6.58,-2.45,0.05,Situated reportage,Sports,Y,2
MLdVRCYp0BA,14.79,-0.82,-3.28,-1.84,-1.34,0.0,Involved persuasion,Sports,Y,2
mLeBa1BCEa8,1.65,-1.2,2.45,1.58,-1.57,-0.28,Involved persuasion,Nonprofits & Activism,Y,2
MLEt1xkDBd0,24.38,-4.73,-0.63,2.45,-1.43,-0.0399999999999999,Informational interaction,Education,Y,2
Mlnl1yVHnaw,14.38,-3.03,-3.09,0.98,0.95,-0.19,Involved persuasion,Sports,Y,2
mlST2um30a0,9.29,3.54,3.17,0.28,-0.56,1.19,Involved persuasion,Autos & Vehicles,Y,2
MlTEs7kLiJI,19.06,2.72,1.48,6.74,-0.51,3.29,Informational interaction,Education,Y,2
MM1wN-jC02Y,-11.47,-3.51,4.1,-7.05,-2.92,-1.4,General narrative exposition,People & Blogs,Y,2
mmO9CpoR928,33.13,-3.07,1.38,0.03,-1.62,-0.59,Informational interaction,Howto & Style,Y,2
mNbxj8c45hk,-5.19,-0.88,-0.0699999999999996,-0.77,-2.16,-0.64,General narrative exposition,News & Politics,Y,2
MNRJE1Oi9O8,21.81,-5.97,-3.74,5.82,-1.47,1.27,Informational interaction,Science & Technology,Y,2
MP3tKVlJ0MU,17.97,-1.23,-5.44,4.21,-1.11,0.34,Informational interaction,News & Politics,Y,2
MQ-ej7J3XwQ,-6.57,-2.51,2.87,1.04,0.68,-0.38,General narrative exposition,News & Politics,Y,2
mQn_J6T4Dn0,17.32,-4.52,-0.8,6.29,1.79,0.57,Involved persuasion,Howto & Style,Y,2
mrHJZoRgbr0,13.78,-6.38,-1.34,0.38,-0.23,4.38,Involved persuasion,People & Blogs,Y,2
Ms-UsF2dN1c,22.16,-4.98,-1.06,6.91,1.81,7.59,Informational interaction,Education,Y,2
Ms1uYc28pD4,16.38,-1.77,-0.57,0.47,-1.91,-0.17,Involved persuasion,Entertainment,Y,2
MS2lV7UlFDs,28.83,-3.83,-1.72,-0.0100000000000002,-1.82,5.88,Informational interaction,Howto & Style,Y,2
MT1UpAWqxvM,10.57,-1.34,1.71,0.84,-1.08,3.05,Involved persuasion,News & Politics,Y,2
MTFvNrSMJ6U,26.38,-4.05,-3.79,1.22,-1.35,3.19,Informational interaction,Gaming,Y,2
MTogtDE7M7Q,7.55,-2.92,-0.45,4.18,1.68,1.4,Involved persuasion,Entertainment,Y,2
MtwMHcgNg3U,17.59,-5.51,-3.32,13.57,2.38,-2.35,Involved persuasion,Education,Y,2
MuByQ7Pp5Gg,11.57,-0.05,2.64,-0.7,-0.31,2.42,Involved persuasion,News & Politics,Y,2
MUKeFLi5wk8,14.4,-1.65,-5.09,-0.37,-3.35,2.81,Involved persuasion,Entertainment,Y,2
MuS8_WuKRpU,17.08,-4.54,3.31,9.78,1.25,0.73,Involved persuasion,People & Blogs,Y,2
mVDiTmH-22s,40.93,1.13,-0.78,-2.39,-3.33,2.5,Intimate interpersonal interaction,Entertainment,Y,2
mwRHBobjvq0,28.78,-2.0,-0.54,-3.73,-3.21,1.19,Informational interaction,Gaming,Y,2
MX980r7FN4Q,-4.16,-5.67,1.02,5.5,1.07,-0.03,Involved persuasion,Autos & Vehicles,Y,2
mxcMhYtHERM,13.37,-5.92,-1.93,-5.24,-1.7,7.11,Involved persuasion,Entertainment,Y,2
mxqyODe79Hw,25.54,-4.53,-2.41,-1.16,-3.08,-0.14,Informational interaction,Sports,Y,2
MXT7M5baRjQ,-1.62,1.14,1.78,2.05,3.06,0.67,Involved persuasion,News & Politics,Y,2
MyBEainWyAE,18.84,-3.63,-1.08,-0.54,-1.88,4.84,Informational interaction,People & Blogs,Y,2
MYbXZ7Z56kI,-3.64,-6.61,-13.29,-9.27,1.67,-3.5,Situated reportage,People & Blogs,Y,2
MYe0camYjmY,21.83,-4.83,-3.79,10.81,-2.23,3.17,Informational interaction,Science & Technology,Y,2
myuGzrhs2fA,26.01,-4.76,-2.07,3.95,-2.63,0.14,Informational interaction,People & Blogs,Y,2
myXZqBhsGZA,28.4,-4.63,-1.84,-2.35,0.13,-0.12,Informational interaction,Entertainment,Y,2
mz79y1774Hw,19.42,-4.13,0.59,2.89,-2.53,0.0,Informational interaction,Music,Y,2
n-hg_UMlemQ,-2.47,-3.79,1.05,0.45,0.67,0.66,Involved persuasion,People & Blogs,Y,2
n0AsSNDatqQ,28.83,-5.32,-1.62,5.73,-0.0900000000000001,0.46,Informational interaction,Gaming,Y,2
n1xb_o_nhhc,14.09,-2.91,-1.76,2.06,-1.61,2.65,Involved persuasion,Science & Technology,Y,2
N2ZrhO6OTg8,23.89,-3.87,-3.13,4.63,-2.29,-0.5,Informational interaction,Howto & Style,Y,2
N3xRfXpUlVs,4.25,-0.93,-2.01,5.21,1.96,-0.48,Involved persuasion,Education,Y,2
n4xw2fmSCrs,12.52,-4.52,-2.22,-3.1,-1.47,1.96,Involved persuasion,Science & Technology,Y,2
N5oaV6q2S_g,20.66,-2.53,-2.89,4.74,-3.36,1.91,Informational interaction,Gaming,Y,2
N6azcJMvFUQ,20.74,-6.14,-7.24,2.03,-3.79,1.62,Informational interaction,Entertainment,Y,2
N6mvo2p_btk,15.01,-4.89,-5.41,4.18,-1.33,2.43,Involved persuasion,Entertainment,Y,2
N6nzY418Ueo,33.69,1.65,-1.1,0.68,-1.71,-0.45,Informational interaction,Entertainment,Y,2
N9dHqASEA5Y,39.56,-4.03,-1.58,-4.78,-3.92,0.31,Intimate interpersonal interaction,Pets & Animals,Y,2
N9ivhl8Kda0,12.59,-0.78,1.46,-0.39,-1.58,1.95,Involved persuasion,People & Blogs,Y,2
naHtesy7TVs,24.82,-3.89,-1.79,0.3,-0.95,3.0,Informational interaction,Howto & Style,Y,2
NanJAbe91-Q,41.71,-4.3,0.53,-2.8,-2.55,0.1,Intimate interpersonal interaction,Gaming,Y,2
NbH7y__jkDY,7.71,0.14,-3.99,-4.2,-2.07,0.0,Imaginative narrative,Sports,Y,2
nbsN49K-jqY,3.64,-4.37,-9.13,-1.39,-2.01,0.05,Situated reportage,News & Politics,Y,2
nCL38w_DsBo,7.92,-3.18,3.1,-0.86,2.07,1.64,Involved persuasion,Education,Y,2
NcqsOYOS3Ag,19.07,-3.34,-2.94,2.49,0.14,4.67,Informational interaction,Gaming,Y,2
NCYGiwGXfoY,17.61,-4.42,-5.86,-0.43,-3.35,-0.38,Informational interaction,Entertainment,Y,2
nDdsQffGHMU,28.98,-4.12,-5.92,-0.93,-0.25,0.0700000000000001,Informational interaction,Howto & Style,Y,2
NEe-UxBv3hk,15.94,-5.31,-1.36,-2.47,-3.92,0.88,Involved persuasion,Gaming,Y,2
NEiMYToiUtc,29.34,-3.59,-3.04,-0.0700000000000001,-2.9,0.6,Informational interaction,Entertainment,Y,2
NESPGimGvWc,27.61,-3.8,0.66,1.4,-0.12,2.5,Informational interaction,Gaming,Y,2
NF0a0yv41wQ,23.85,-4.97,-3.21,1.89,-1.12,2.38,Informational interaction,Film & Animation,Y,2
nf5BNmx0SDI,-4.01,-4.86,1.37,0.33,4.03,-0.12,General narrative exposition,Science & Technology,Y,2
NfdrSkgQAx8,4.87,-3.18,-4.6,-1.91,-2.64,-1.14,Involved persuasion,Sports,Y,2
Ng2Sg1Fi_dc,24.45,-0.73,-0.47,0.5,2.42,3.91,Informational interaction,People & Blogs,Y,2
nGSnooN_H8Q,21.95,-4.34,-3.45,-0.9,-2.28,0.1,Informational interaction,Autos & Vehicles,Y,2
Nikn_Du-sOQ,25.91,-1.87,-4.16,1.86,-1.86,1.46,Informational interaction,Gaming,Y,2
nivYI-8-UNY,-0.22,-3.63,-3.62,-3.25,-0.99,-0.47,Situated reportage,Entertainment,Y,2
NIw8ytZX-i0,-3.37,-0.16,1.24,-2.06,-1.78,-1.14,General narrative exposition,Sports,Y,2
NJlWEjsI64A,4.94,-0.45,-0.83,-2.79,-2.98,-0.88,Involved persuasion,Sports,Y,2
Nj_ZTD7xSeM,29.03,0.26,0.8,-3.08,-2.63,0.11,Informational interaction,Film & Animation,Y,2
NK-QIOvHxpc,33.35,-1.39,-3.61,-2.17,-3.52,-2.64,Informational interaction,Music,Y,2
NlaqDMNCNhI,19.0,-5.17,-1.4,2.11,-1.48,1.96,Informational interaction,Gaming,Y,2
NM3Kqh7P_D4,8.76,-0.76,-3.84,-2.65,-2.42,-1.74,Imaginative narrative,Gaming,Y,2
NmEH2qwRIdg,20.64,-4.55,-1.28,1.13,-1.89,-1.81,Informational interaction,Gaming,Y,2
nmZeR7RsawY,19.99,-4.43,1.72,7.6,-0.32,-2.38,Informational interaction,Film & Animation,Y,2
nnEs_SoKQ2E,22.67,-1.13,-2.88,-2.3,-0.0799999999999998,1.79,Informational interaction,Music,Y,2
NNGqeaV6eIo,22.23,-3.5,-0.87,2.54,-0.41,0.67,Informational interaction,Film & Animation,Y,2
npcRKjV5fQc,8.12,-5.48,-5.5,4.8,3.32,3.72,Involved persuasion,People & Blogs,Y,2
NPDGm9tH7-E,1.08,4.75,-3.06,-3.92,-1.07,0.93,Imaginative narrative,Nonprofits & Activism,Y,2
nPFFYuqz5-I,31.18,-3.83,-5.35,2.51,-1.33,0.46,Informational interaction,Gaming,Y,2
nqapswQSRIo,32.83,-2.42,-1.81,-2.08,-3.71,-1.47,Informational interaction,People & Blogs,Y,2
NQffB6RcXjs,-9.4,-3.88,3.39,1.98,0.71,0.24,General narrative exposition,Education,Y,2
